,timestamp,text
13,1131674825000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
14,1131674825000,snmpd[1994]: Got trap from peer on fd 13
15,1131674828000,"ntpd[2250]: synchronized to 10.100.26.250, stratum 3"
16,1131674828000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
17,1131674829000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
18,1131674829000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
19,1131674831000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
20,1131674831000,ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
21,1131674834000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
22,1131674834000,snmpd[1982]: Got trap from peer on fd 13
23,1131674835000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
24,1131674835000,ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change
25,1131674835000,ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required
26,1131674838000,snmpd[1990]: Got trap from peer on fd 13
27,1131674838000,snmpd[1983]: Got trap from peer on fd 13
28,1131674838000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
29,1131674838000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
30,1131674839000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
31,1131674839000,snmpd[1977]: Got trap from peer on fd 13
32,1131674844000,Server Administrator: Instrumentation Service EventID: Memory device status is Memory device DIMM1_B Possible memory module cause:Single error disabled
33,1131674844000,snmpd[2008]: Got trap from peer on fd 13
34,1131674845000,ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
35,1131674848000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
36,1131674848000,snmpd[1980]: Got trap from peer on fd 13
37,1131674849000,ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required
38,1131674849000,ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change
39,1131674850000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
40,1131674850000,snmpd[1979]: Got trap from peer on fd 13
41,1131674851000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
42,1131674851000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
43,1131674852000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
44,1131674852000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
45,1131674852000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
46,1131674852000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
47,1131674852000,"ntpd[2248]: synchronized to 10.100.24.250, stratum 3"
48,1131674852000,snmpd[1992]: Got trap from peer on fd 13
49,1131674853000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
50,1131674854000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
51,1131674856000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
52,1131674856000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: RRD_update (/var/lib/ganglia/rrds/unspecified/badmin3/disk_total.rrd): illegal attempt to update using time when last update time is (minimum one second step)
53,1131674856000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: RRD_update (/var/lib/ganglia/rrds/unspecified/badmin3/disk_total.rrd): illegal attempt to update using time when last update time is (minimum one second step)
54,1131674857000,snmpd[1982]: Got trap from peer on fd 13
55,1131674857000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
56,1131674857000,ntpd[2260]: kernel time sync enabled
57,1131674858000,snmpd[1990]: Got trap from peer on fd 13
58,1131674858000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
59,1131674859000,"ntpd[2259]: synchronized to 10.100.24.250, stratum 3"
60,1131674859000,ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
61,1131674861000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
62,1131674861000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
63,1131674861000,snmpd[1979]: Got trap from peer on fd 13
64,1131674861000,snmpd[1990]: Got trap from peer on fd 13
65,1131674861000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
66,1131674861000,Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
67,1131674863000,ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change
68,1131674863000,ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required
69,1131674868000,"ntpd[2248]: synchronized to 10.100.24.250, stratum 3"
70,1131674871000,ntpd[2258]: kernel time sync enabled
71,1131685683000,VFS: file-max limit 65536 reached
72,1131685683000,VFS: file-max limit 65536 reached
73,1131685683000,VFS: file-max limit 65536 reached
74,1131685683000,VFS: file-max limit 65536 reached
75,1131685683000,VFS: file-max limit 65536 reached
76,1131685683000,VFS: file-max limit 65536 reached
77,1131685683000,VFS: file-max limit 65536 reached
78,1131685683000,VFS: file-max limit 65536 reached
79,1131685683000,VFS: file-max limit 65536 reached
80,1131685683000,VFS: file-max limit 65536 reached
81,1131685683000,VFS: file-max limit 65536 reached
82,1131685683000,VFS: file-max limit 65536 reached
83,1131685683000,VFS: file-max limit 65536 reached
84,1131685684000,ib_sm.x[24904]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
85,1131685685000,VFS: file-max limit 65536 reached
86,1131685685000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_C8] datasource
87,1131685685000,VFS: file-max limit 65536 reached
88,1131685685000,VFS: file-max limit 65536 reached
89,1131685685000,VFS: file-max limit 65536 reached
90,1131685685000,VFS: file-max limit 65536 reached
91,1131685685000,VFS: file-max limit 65536 reached
92,1131685685000,VFS: file-max limit 65536 reached
93,1131685685000,VFS: file-max limit 65536 reached
94,1131685685000,VFS: file-max limit 65536 reached
95,1131685685000,VFS: file-max limit 65536 reached
96,1131685685000,VFS: file-max limit 65536 reached
97,1131685685000,VFS: file-max limit 65536 reached
98,1131685685000,VFS: file-max limit 65536 reached
99,1131685687000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
100,1131685687000,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))"
101,1131685687000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
102,1131685687000,VFS: file-max limit 65536 reached
103,1131685687000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_B7] datasource
104,1131685687000,VFS: file-max limit 65536 reached
105,1131685687000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
106,1131685687000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
107,1131685687000,VFS: file-max limit 65536 reached
108,1131685687000,VFS: file-max limit 65536 reached
109,1131685687000,VFS: file-max limit 65536 reached
110,1131685687000,VFS: file-max limit 65536 reached
111,1131685687000,VFS: file-max limit 65536 reached
112,1131685687000,VFS: file-max limit 65536 reached
113,1131685687000,VFS: file-max limit 65536 reached
114,1131685687000,VFS: file-max limit 65536 reached
115,1131685687000,VFS: file-max limit 65536 reached
116,1131685687000,VFS: file-max limit 65536 reached
117,1131685687000,VFS: file-max limit 65536 reached
118,1131685688000,VFS: file-max limit 65536 reached
119,1131685688000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
120,1131685688000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
121,1131685688000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
122,1131685688000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
123,1131685688000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
124,1131685688000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_A8] datasource
125,1131685688000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
126,1131685688000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
127,1131685688000,VFS: file-max limit 65536 reached
128,1131685688000,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))"
129,1131685688000,VFS: file-max limit 65536 reached
130,1131685688000,VFS: file-max limit 65536 reached
131,1131685688000,ib_sm.x[24904]: [ib_sm_sweep.c:454]: Failed  PortInfo IB node 0x0005AD00000465EC port
132,1131685688000,VFS: file-max limit 65536 reached
133,1131685688000,VFS: file-max limit 65536 reached
134,1131685688000,VFS: file-max limit 65536 reached
135,1131685688000,VFS: file-max limit 65536 reached
136,1131685688000,VFS: file-max limit 65536 reached
137,1131685688000,VFS: file-max limit 65536 reached
138,1131685688000,VFS: file-max limit 65536 reached
139,1131685688000,VFS: file-max limit 65536 reached
140,1131685688000,VFS: file-max limit 65536 reached
141,1131685689000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0015)"
142,1131685689000,VFS: file-max limit 65536 reached
143,1131685689000,VFS: file-max limit 65536 reached
144,1131685689000,VFS: file-max limit 65536 reached
145,1131685689000,VFS: file-max limit 65536 reached
146,1131685689000,VFS: file-max limit 65536 reached
147,1131685689000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_C2] datasource
148,1131685689000,VFS: file-max limit 65536 reached
149,1131685689000,VFS: file-max limit 65536 reached
150,1131685689000,VFS: file-max limit 65536 reached
151,1131685689000,VFS: file-max limit 65536 reached
152,1131685689000,VFS: file-max limit 65536 reached
153,1131685689000,VFS: file-max limit 65536 reached
154,1131685689000,ib_sm.x[24904]: [ib_sm_sweep.c:1264]: Rediscover the subnet
155,1131685689000,VFS: file-max limit 65536 reached
156,1131685689000,VFS: file-max limit 65536 reached
157,1131685690000,VFS: file-max limit 65536 reached
158,1131685690000,VFS: file-max limit 65536 reached
159,1131685690000,VFS: file-max limit 65536 reached
160,1131685690000,VFS: file-max limit 65536 reached
161,1131685690000,VFS: file-max limit 65536 reached
162,1131685690000,VFS: file-max limit 65536 reached
163,1131685690000,VFS: file-max limit 65536 reached
164,1131685690000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_D5] datasource
165,1131685690000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_D4] datasource
166,1131685690000,VFS: file-max limit 65536 reached
167,1131685690000,VFS: file-max limit 65536 reached
168,1131685690000,VFS: file-max limit 65536 reached
169,1131685690000,VFS: file-max limit 65536 reached
170,1131685690000,VFS: file-max limit 65536 reached
171,1131685690000,VFS: file-max limit 65536 reached
172,1131685690000,VFS: file-max limit 65536 reached
173,1131685690000,VFS: file-max limit 65536 reached
174,1131685690000,VFS: file-max limit 65536 reached
175,1131685690000,VFS: file-max limit 65536 reached
176,1131685690000,VFS: file-max limit 65536 reached
177,1131685690000,VFS: file-max limit 65536 reached
178,1131685690000,VFS: file-max limit 65536 reached
179,1131685690000,VFS: file-max limit 65536 reached
180,1131685690000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_C3] datasource
181,1131685690000,VFS: file-max limit 65536 reached
182,1131685690000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_B1] datasource
183,1131685690000,VFS: file-max limit 65536 reached
184,1131685690000,VFS: file-max limit 65536 reached
185,1131685690000,VFS: file-max limit 65536 reached
186,1131685690000,VFS: file-max limit 65536 reached
187,1131685690000,VFS: file-max limit 65536 reached
188,1131685690000,VFS: file-max limit 65536 reached
189,1131685690000,VFS: file-max limit 65536 reached
190,1131685690000,VFS: file-max limit 65536 reached
191,1131685690000,VFS: file-max limit 65536 reached
192,1131685690000,VFS: file-max limit 65536 reached
193,1131685690000,VFS: file-max limit 65536 reached
194,1131685690000,VFS: file-max limit 65536 reached
195,1131685690000,VFS: file-max limit 65536 reached
196,1131685690000,VFS: file-max limit 65536 reached
197,1131685690000,VFS: file-max limit 65536 reached
198,1131685690000,VFS: file-max limit 65536 reached
199,1131685690000,VFS: file-max limit 65536 reached
200,1131685690000,VFS: file-max limit 65536 reached
201,1131685690000,VFS: file-max limit 65536 reached
202,1131685690000,VFS: file-max limit 65536 reached
203,1131685690000,VFS: file-max limit 65536 reached
204,1131685690000,VFS: file-max limit 65536 reached
205,1131685690000,VFS: file-max limit 65536 reached
206,1131685690000,VFS: file-max limit 65536 reached
207,1131685690000,VFS: file-max limit 65536 reached
208,1131685690000,VFS: file-max limit 65536 reached
209,1131685690000,VFS: file-max limit 65536 reached
210,1131685690000,VFS: file-max limit 65536 reached
211,1131685690000,VFS: file-max limit 65536 reached
212,1131685690000,VFS: file-max limit 65536 reached
213,1131685691000,logger: Kickstart: Configure sysctl parameters
214,1131685691000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0011)"
215,1131685691000,logger: Kickstart: setup soft links and NFS mounts
216,1131685691000,logger: Kickstart: setup authorization schema
217,1131685691000,syslog: syslogd startup succeeded
218,1131685691000,userhelper[14660]: pam_timestamp: updated timestamp file `/var/run/sudo/root/unknown'
219,1131685691000,userhelper[14661]: running '/usr/sbin/up2date-config' with root privileges on behalf of 'root'
220,1131685691000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
221,1131685691000,syslog: klogd startup succeeded
222,1131685691000,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))"
223,1131685691000,logger: Kickstart Install: Reducing mingetty count ...
224,1131685691000,syslogd 1.4.1: restart.
225,1131685691000,logger: Install: apply updates
226,1131685691000,VFS: file-max limit 65536 reached
227,1131685691000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0011)"
228,1131685691000,VFS: file-max limit 65536 reached
229,1131685691000,VFS: file-max limit 65536 reached
230,1131685691000,VFS: file-max limit 65536 reached
231,1131685691000,VFS: file-max limit 65536 reached
232,1131685691000,VFS: file-max limit 65536 reached
233,1131685691000,VFS: file-max limit 65536 reached
234,1131685691000,"kernel: klogd 1.4.1, log source = /proc/kmsg started."
235,1131685691000,VFS: file-max limit 65536 reached
236,1131685691000,VFS: file-max limit 65536 reached
237,1131685691000,VFS: file-max limit 65536 reached
238,1131685691000,VFS: file-max limit 65536 reached
239,1131685691000,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad[1684]: data_thread() got not answer from any [Thunderbird_B3] datasource
240,1131685691000,VFS: file-max limit 65536 reached
241,1131685691000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
242,1131685691000,VFS: file-max limit 65536 reached
243,1131685692000,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))"
244,1131685692000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
245,1131685692000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0011)"
246,1131685692000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0011)"
247,1131685692000,ib_sm.x[24904]: [ib_sm_discovery.c:470]: Failed to GetNodeInfo() because of NO RESPONSE
248,1131685692000,"ib_sm.x[24904]: [ib_sm_discovery.c:490]: Failed to GetNodeInfo() - hop_count: 6, direct_path: 0, 1, 1, 13, 8, 9, 5, 0, 0, 0"
249,1131685692000,ib_sm.x[24904]: [ib_sm_sweep.c:1455]: No topology change
250,1131685692000,ib_sm.x[24904]: [ib_sm_sweep.c:1482]: No configuration change required
251,1131685692000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
252,1131685693000,"kernel: [KERNEL_IB][ib_mad_dispatch][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_filter.c:292]mad_process failed (0) for InfiniHost0 port 1 QPN 0 (class 0x81, aid 0x0011)"
253,1131685693000,VFS: file-max limit 65536 reached
254,1131685693000,logger: Kickstart Install: CAP tarball
255,1131685693000,syslog: klogd shutdown failed
256,1131685693000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
257,1131685693000,kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob_comm.c[1597]: XHH_hob_process_local_mad: Device in FATAL state
