Unnamed: 0,timestamp,text,label,filename,clusters,tfidf_text,p-0-0,p-0-1,p-0-2,p-0-3,p-0-4,p-0-5,p-0-6,p-0-7,p-0-8,p-0-9,p-0-10,p-0-11,p-0-12,p-0-13,p-0-14,p-0-15,p-0-16,p-0-17,p-0-18,p-1-0,p-1-1,p-1-2,p-1-3,p-1-4,p-1-5,p-1-6,p-1-7,p-1-8,p-1-9,p-1-10,p-1-11,p-2-0,p-2-1,p-2-2,p-2-3,p-2-4,p-2-5,p-2-6,p-2-7,p-2-8,p-2-9,p-2-10,p-2-11,p-3-0,p-3-1,p-3-2,p-3-3,p-3-4,p-3-5,p-3-6,p-3-7,p-3-8,p-3-9,p-3-10,p-3-11,p-3-12,p-4-0,p-4-1,p-4-2,p-4-3,p-4-4,p-4-5,p-4-6,p-4-7,p-4-8,p-4-9,p-4-10,p-4-11,p-5-0,p-5-1,p-5-2,p-5-3,p-5-4,p-5-5,p-5-6,p-5-7,p-5-8,p-5-9,p-5-10,p-5-11,p-5-12,p-6-0,p-6-1,p-6-2,p-6-3,p-6-4,p-6-5,p-6-6,p-6-7,p-6-8,p-6-9,p-6-10,p-6-11,p-6-12,p-6-13,p-6-14,p-6-15,p-6-16,p-6-17,p-6-18,p-7-0,p-7-1,p-7-2,p-7-3,p-7-4,p-7-5,p-7-6,p-7-7,p-7-8,p-7-9,p-7-10,p-7-11,p-8-0,p-8-1,p-8-2,p-8-3,p-8-4,p-8-5,p-8-6,p-8-7,p-8-8,p-8-9,p-8-10,p-8-11,p-8-12,p-8-13,p-8-14,p-8-15,p-9-0,p-9-1,p-9-2,p-9-3,p-9-4,p-9-5,p-9-6,p-9-7,p-9-8,p-9-9,p-9-10,p-9-11,p-9-12,p-9-13,p-9-14,p-9-15,p-9-16,p-9-17,p-9-18,p-10-0,p-10-1,p-10-2,p-10-3,p-10-4,p-10-5,p-10-6,p-10-7,p-10-8,p-10-9,p-10-10,p-10-11,p-11-0,p-11-1,p-11-2,p-11-3,p-11-4,p-11-5,p-11-6,p-11-7,p-11-8,p-11-9,p-11-10,p-11-11,p-12-0,p-12-1,p-12-2,p-12-3,p-12-4,p-12-5,p-12-6,p-12-7,p-12-8,p-12-9,p-12-10,p-12-11,p-12-12,p-12-13,p-12-14,p-12-15,p-12-16,p-13-0,p-13-1,p-13-2,p-13-3,p-13-4,p-13-5,p-13-6,p-13-7,p-13-8,p-13-9,p-13-10,p-13-11,p-14-0,p-14-1,p-14-2,p-14-3,p-14-4,p-14-5,p-14-6,p-14-7,p-14-8,p-14-9,p-14-10,p-14-11,p-15-0,p-15-1,p-15-2,p-15-3,p-15-4,p-15-5,p-15-6,p-15-7,p-15-8,p-15-9,p-15-10,p-15-11,p-15-12,p-15-13,p-15-14,p-15-15,p-15-16,p-16-0,p-16-1,p-16-2,p-16-3,p-16-4,p-16-5,p-16-6,p-16-7,p-16-8,p-16-9,p-16-10,p-16-11,p-17-0,p-17-1,p-17-2,p-17-3,p-17-4,p-17-5,p-17-6,p-17-7,p-17-8,p-17-9,p-17-10,p-17-11,p-17-12,p-17-13,p-17-14,p-17-15,p-17-16,p-18-0,p-18-1,p-18-2,p-18-3,p-18-4,p-18-5,p-18-6,p-18-7,p-18-8,p-18-9,p-18-10,p-18-11,p-18-12,p-18-13,p-19-0,p-19-1,p-19-2,p-19-3,p-19-4,p-19-5,p-19-6,p-19-7,p-19-8,p-19-9,p-19-10,p-19-11,cluster2
119970,1142025972000,sshd[2520]: Accepted publickey for root from 10.100.248.2 port 39048 ssh2,False,tbird-sm1/tbird-sm1,3,sshd[2520]: Accepted publickey for root from  port  ssh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
297110,1152358562000,kernel: MOSAL(1): prev = 0000000000000000,False,en278/en278,16,kernel: MOSAL(1):  = ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
108976,1141061124000,sshd(pam_unix)[3330]: session opened for user root by (uid=0),False,bn60/bn60,2,sshd(pam_unix)[333]: session opened for user root by (uid=),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
20187,1135213092000,crond[27947]: (root) CMD (run-parts /etc/cron.hourly),False,dn846/dn846,13,crond[27947]: (root) CMD (run-parts /etc/cron.hourly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
261179,1149679871000,xinetd[7436]: FAIL: rsync service_limit from=10.100.13.80,False,src@badmin3,3,xinetd[7436]: FAIL: rsync service_limit from=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
85391,1139419861000,kernel: Lustre: 4521:0:(socknal.c:325:ksocknal_associate_route_conn_locked()) Binding 0xa000447 10.0.4.71 to 10.100.32.33,False,en33/en33,9,kernel: Lustre: ::(::()) Binding xa447 1..4.71 to 1.1.32.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521.0,0.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
41548,1136452925000,Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0,False,an215/an215,12,Server Administrator: Instrumentation Service EventID:  Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
114231,1141938307000,kernel: VIPKL(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/mmu.c[243]: make_iobuf: MOSAL_iobuf_register failed: va=0x1DAA0000size=0x2C000,False,cn650/cn650,9,kernel: VIPKL(1): /////--3.2.0-16///kernel///mod_/mmu.c[243]: : MOSAL_iobuf_register : =0x1DAA0000size=0x2C000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
237395,1147802570000,kernel: checking TSC synchronization across 2 CPUs: passed.,False,dn734/dn734,9,kernel:  TSC    CPUs: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
85472,1139419863000,kernel: Lustre: 4524:0:(socknal.c:325:ksocknal_associate_route_conn_locked()) Binding 0xa000442 10.0.4.66 to 10.100.32.32,False,en32/en32,9,kernel: Lustre: ::(::()) Binding xa442 1..4.66 to 1.1.32.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4524.0,0.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
114526,1141938313000,kernel: MOSAL(1): va = 0x1DA61000,False,cn627/cn627,9,kernel: MOSAL(1):  = 0x1DA61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
132148,1143671308000,"kernel: uhci_hcd 0000:00:1d.2: irq 185, io base 0000000000009ca0",False,dn734/dn734,9,"kernel:  :::  ,   9ca0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
129561,1143595858000,snmpd[27331]: Got trap from peer on fd 13,False,dn14/dn14,12,snmpd[27331]: Got trap from peer on fd ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
56803,1137183170000,kernel: NET: Registered protocol family 17,False,dn700/dn700,9,kernel: NET: Registered   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
139877,1143769487000,postfix: succeeded,False,cn824/cn824,9,: succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
76937,1138596666000,"ntpd[2282]: synchronized to 10.100.12.250, stratum 3",False,bn733/bn733,6,"ntpd[2282]: synchronized to , stratum ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
