Unnamed: 0,timestamp,text,label,filename,clusters,tfidf_text,p-0-0,p-4-0,p-4-1,p-4-2,p-5-0,p-6-0,p-6-1,p-6-2,p-7-0,p-7-1,p-8-0,p-10-0,p-10-1,p-10-2,p-10-3,p-10-4,p-10-5,p-10-6,p-10-7,p-11-0,p-11-1,p-11-2,p-11-3,p-11-4,p-11-5,p-11-6,p-11-7,p-11-8,p-11-9,p-11-10,p-11-11,p-11-12,p-11-13,p-11-14,p-15-0,p-15-1,p-15-2,p-15-3,p-15-4,p-16-0,p-17-0,p-18-0,p-23-0,p-23-1,p-23-2,p-25-0
49457,1124092637566.967,RAS KERNEL INFO 1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected,False,R44-M1-N4-C:J04-U01,23,RAS KERNEL INFO  tree receiver  in re-synch state event(s) (dcr 0x085) detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
61121,1130570477803.7651,"RAS KERNEL INFO CE sym 33, at 0x1ff2fc60, mask 0x08",False,R60-M0-N2-C:J12-U11,7,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,,,33.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25340,1120968243008.426,RAS KERNEL INFO generating core.13994,False,R24-M0-ND-C:J07-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72846,1133448309387.54,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R65-M1-N4-C:J07-U11,4,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57310,1127243195390.733,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",False,,3,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59068,1128509001345.488,"RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",False,R77-M1-N0-I:J18-U11,11,"RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64459,1131061773565.5251,RAS KERNEL INFO iar 001061f4 dear 05bfa05c,False,R62-M0-N6-C:J05-U01,10,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53912,1125222112843.68,RAS KERNEL INFO 29014582 double-hummer alignment exceptions,False,R43-M0-NA-C:J13-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,29014582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67912,1131582983097.08,RAS KERNEL INFO 5279607 floating point alignment exceptions,False,R63-M0-N0-C:J04-U11,5,RAS KERNEL INFO  floating point alignment exceptions,,,,,5279607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25711,1120968251919.337,RAS KERNEL INFO generating core.272,False,R36-M0-NF-C:J16-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54223,1125222893721.574,RAS KERNEL INFO 29151400 double-hummer alignment exceptions,False,R43-M0-N4-C:J07-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,29151400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50690,1124797888912.473,RAS APP FATAL ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,False,R16-M1-NC-I:J18-U11,18,RAS APP FATAL ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59106,1128509005481.611,"RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",False,R56-M1-N0-I:J18-U11,11,"RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,1119457524265.337,RAS KERNEL INFO ciod: X coordinate 8 exceeds physical dimension 8 at line 4097 of node map file /p/gb2/draeger/benchmark/dat16k_062205/map16k_bipartyz,False,R36-M0-NC-I:J18-U01,24,RAS KERNEL INFO ciod: X coordinate 8 exceeds physical dimension 8 at line 4097 of node map file /p/gb2/draeger/benchmark/dat16k_062205/map16k_bipartyz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34039,1121598304387.311,RAS KERNEL INFO generating core.54320,False,R31-M1-NB-C:J14-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53702,1125222100079.229,RAS KERNEL INFO 41203078 double-hummer alignment exceptions,False,R47-M0-N5-C:J05-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,41203078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701,1118772987034.218,RAS KERNEL FATAL rts panic! - stopping execution,True,R26-M0-N2-C:J07-U01,28,RAS KERNEL FATAL rts panic! - stopping execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27696,1120972557852.528,RAS KERNEL INFO generating core.2202,False,R01-M1-NF-C:J07-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36061,1121902705827.02,RAS KERNEL INFO 8 floating point alignment exceptions,False,R01-M0-NB-C:J10-U01,24,RAS KERNEL INFO 8 floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13768,1120145226034.535,RAS KERNEL INFO generating core.21022,False,R27-M0-NA-C:J08-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70213,1133448218720.084,"RAS KERNEL INFO 10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",False,R71-M0-N6-C:J10-U01,8,"RAS KERNEL INFO  total interrupts.  critical input interrupts.  microseconds total spent on critical input interrupts,  microseconds max time in a critical input interrupt.",,,,,,,,,,,10718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30288,1121252323901.399,RAS KERNEL INFO 114330856 double-hummer alignment exceptions,False,R21-M1-N2-C:J15-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,114330856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27199,1120970968074.607,RAS KERNEL INFO generating core.2028,False,R05-M0-N0-C:J14-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67847,1131582981449.6511,RAS KERNEL INFO 5277213 floating point alignment exceptions,False,R63-M0-N5-C:J06-U01,5,RAS KERNEL INFO  floating point alignment exceptions,,,,,5277213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62619,1130679976088.89,"RAS KERNEL INFO CE sym 29, at 0x1b719940, mask 0x02",False,R06-M0-N9-C:J02-U01,7,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,,,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42325,1122334214057.146,RAS KERNEL INFO generating core.3444,False,R04-M1-N4-C:J17-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20862,1120450131798.493,RAS KERNEL INFO generating core.31983,False,R24-M0-N0-C:J05-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15659,1120148931713.312,RAS KERNEL INFO generating core.2767,False,R24-M1-N2-C:J02-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26116,1120968474761.1,RAS KERNEL INFO generating core.18832,False,R32-M0-NB-C:J16-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64474,1131061773727.209,RAS KERNEL INFO iar 001061f4 dear 05bfa05c,False,R62-M0-N6-C:J13-U01,10,RAS KERNEL INFO iar  dear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29335,1121172882198.385,RAS KERNEL INFO generating core.840,False,R14-M1-ND-C:J14-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10564,1118961906329.71,RAS KERNEL INFO instruction cache parity error corrected,False,R02-M1-N0-C:J12-U11,12,RAS KERNEL INFO instruction cache parity error corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58060,1127243345705.963,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",False,,3,"RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17720,1120263187553.833,RAS KERNEL INFO 1311300 double-hummer alignment exceptions,False,R21-M0-ND-C:J06-U11,0,RAS KERNEL INFO  double-hummer alignment exceptions,1311300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61849,1130603533945.643,RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,False,R63-M0-N4-I:J18-U01,18,RAS KERNEL INFO ciod: generated  core files for program /home/germann2/BGL-demo/SPaSM_mpi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,
52493,1125087543551.487,RAS KERNEL INFO 3 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected,False,R55-M0-N9-C:J06-U11,23,RAS KERNEL INFO  tree receiver  in re-synch state event(s) (dcr 0x085) detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,
64289,1131061771539.126,RAS KERNEL INFO iar 00106534 dear 045e145c,False,R65-M1-NF-C:J17-U11,10,RAS KERNEL INFO iar  dear 045e145c,,,,,,,,,,,,106534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,1118539688477.3208,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,6,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39359,1122164977461.254,RAS KERNEL INFO 15 floating point alignment exceptions,False,R16-M0-NA-C:J03-U11,5,RAS KERNEL INFO  floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37126,1122143903660.223,RAS KERNEL INFO generating core.26418,False,R37-M1-ND-C:J07-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31808,1121252875811.553,RAS KERNEL INFO 116574448 double-hummer alignment exceptions,False,R34-M1-NF-C:J09-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,116574448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,1117974208546.135,RAS KERNEL INFO generating core.427,False,R22-M0-N1-C:J04-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32227,1121256696038.909,RAS KERNEL INFO generating core.25872,False,R34-M1-NF-C:J14-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73767,1133454564300.16,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R14-M1-N6-C:J16-U01,4,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21103,1120938133348.959,RAS KERNEL INFO generating core.38834,False,R32-M0-N3-C:J06-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43915,1122403085003.068,RAS KERNEL INFO generating core.455,False,R06-M0-N8-C:J02-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20077,1120450112471.294,RAS KERNEL INFO generating core.23812,False,R37-M0-N8-C:J16-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64979,1131061779116.44,RAS KERNEL INFO iar 00106534 dear 045e145c,False,R64-M1-N1-C:J10-U01,10,RAS KERNEL INFO iar  dear 045e145c,,,,,,,,,,,,106534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69014,1133447899904.584,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R30-M1-NF-C:J03-U01,4,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14701,1120146140678.138,RAS KERNEL INFO generating core.19751,False,R05-M1-NC-C:J02-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31900,1121252878939.996,RAS KERNEL INFO 116857600 double-hummer alignment exceptions,False,R22-M0-N6-C:J17-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,116857600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,1118772991427.694,RAS KERNEL FATAL machine check enable..............0,False,R20-M1-N4-C:J02-U11,20,RAS KERNEL FATAL machine check enable..............0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,1118370961987.3372,RAS KERNEL INFO generating core.9789,False,R11-M0-NC-C:J11-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53548,1125222091394.1292,RAS KERNEL INFO 38524426 double-hummer alignment exceptions,False,R47-M0-N2-C:J10-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,38524426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49499,1124092641424.399,"RAS KERNEL INFO CE sym 33, at 0x040ade00, mask 0x01",False,R05-M0-NE-C:J08-U11,7,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,,,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66090,1131209535430.093,"RAS KERNEL INFO CE sym 23, at 0x123d2820, mask 0x80",False,R60-M1-N0-C:J13-U11,7,"RAS KERNEL INFO CE sym , at 0x1d2820, mask ",,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65606,1131067031740.322,RAS KERNEL INFO 62500 floating point alignment exceptions,False,R30-M0-N1-C:J05-U01,19,RAS KERNEL INFO 62500 floating point alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15109,1120148915298.29,RAS KERNEL INFO generating core.3017,False,R22-M1-N3-C:J10-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73870,1133454564853.679,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R14-M1-N6-C:J12-U01,4,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9845,1118773805902.016,RAS KERNEL FATAL core configuration register: 0x00002000,False,R25-M0-N1-C:J07-U01,14,RAS KERNEL FATAL core configuration register: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10243,1118961817190.042,RAS KERNEL INFO instruction cache parity error corrected,False,R02-M1-N0-C:J12-U11,12,RAS KERNEL INFO instruction cache parity error corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35562,1121707035040.938,RAS KERNEL INFO generating core.19555,False,R30-M0-N1-C:J05-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28403,1121172446633.2158,RAS KERNEL INFO generating core.3519,False,R22-M1-N8-C:J05-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19441,1120266766423.1528,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,False,R30-M0-N2-C:J02-U01,27,RAS KERNEL INFO 1146800 double-hummer alignment exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23221,1120955443257.4402,RAS KERNEL INFO generating core.8739,False,R31-M1-NF-C:J03-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61877,1130607006948.152,"RAS KERNEL INFO CE sym 35, at 0x009a7280, mask 0x01",False,R72-M1-N3-C:J13-U01,7,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,,,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,1118539748987.698,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,6,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,1118549592303.2278,RAS KERNEL FATAL data TLB error interrupt,True,R30-M0-N9-C:J16-U01,6,RAS KERNEL FATAL data TLB error interrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54759,1125222924523.541,RAS KERNEL INFO 32612430 double-hummer alignment exceptions,False,R52-M0-NC-C:J12-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,32612430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62782,1130680020658.498,"RAS KERNEL INFO CE sym 29, at 0x1b719940, mask 0x02",False,R06-M0-N9-C:J02-U01,7,"RAS KERNEL INFO CE sym , at , mask ",,,,,,,,,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37961,1122143922699.036,RAS KERNEL INFO generating core.29258,False,R20-M0-N7-C:J06-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,1118770841986.192,RAS KERNEL FATAL external input interrupt enable...0,False,R26-M0-NF-C:J07-U01,22,RAS KERNEL FATAL external input interrupt enable...0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74334,1133455158968.776,RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,False,R72-M0-N0-C:J15-U11,4,RAS KERNEL INFO  microseconds spent in the rbs signal handler during  calls.  microseconds was the maximum time for a single instance of a correctable ddr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42558,1122334219767.536,RAS KERNEL INFO generating core.4026,False,R00-M1-N1-C:J07-U11,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14316,1120146126509.843,RAS KERNEL INFO generating core.7567,False,R14-M1-N0-C:J02-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29342,1121172882360.656,RAS KERNEL INFO generating core.577,False,R14-M1-ND-C:J12-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1117886171547.926,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:36775,True,R23-M1-N4-I:J18-U11,16,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36775.0,,,,,,
50558,1124797875989.169,RAS APP FATAL ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,False,R76-M1-N0-I:J18-U11,18,RAS APP FATAL ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67544,1131582973091.33,RAS KERNEL INFO 4146948 floating point alignment exceptions,False,R63-M0-N1-C:J07-U01,5,RAS KERNEL INFO  floating point alignment exceptions,,,,,4146948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52699,1125089903542.237,RAS KERNEL INFO ciod: generated 64 core files for program /home/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV,False,R53-M0-N8-I:J18-U01,11,RAS KERNEL INFO ciod: generated  core files for program /home/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54826,1125222928595.337,RAS KERNEL INFO 32302490 double-hummer alignment exceptions,False,R52-M0-N4-C:J04-U01,0,RAS KERNEL INFO  double-hummer alignment exceptions,32302490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14612,1120146137350.183,RAS KERNEL INFO generating core.3407,False,R14-M1-NC-C:J03-U01,1,RAS KERNEL INFO generating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
